market_id,created_at_date ,created_at_time ,actual_delivery_date,actual_delivery_time,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_store_to_consumer_driving_duration
3,26-01-2015,19:55:22,26-01-2015,20:38:22,58,3,2,970,2,195,675,3,3,5,651
3,23-01-2015,05:00:44,23-01-2015,05:43:44,58,3,2,970,2,195,675,4,5,5,532
3,11-02-2015,02:11:15,11-02-2015,02:51:15,58,3,5,2475,3,150,975,7,8,5,380
2,18-02-2015,02:37:10,18-02-2015,03:30:10,46,4,4,4800,2,675,1325,8,8,8,834
3,08-02-2015,04:58:25,08-02-2015,05:40:25,58,3,3,1320,3,150,975,7,8,9,338
3,31-01-2015,23:45:47,01-02-2015,00:26:47,58,3,4,1770,4,150,975,2,3,2,384
3,07-02-2015,20:39:43,07-02-2015,21:22:43,58,3,3,3345,3,506,1479,19,10,4,836
3,31-01-2015,22:15:00,31-01-2015,23:05:00,58,3,3,2100,3,150,1325,2,2,3,825
3,14-02-2015,23:37:41,15-02-2015,00:25:41,58,3,4,1825,3,150,675,4,2,3,826
3,03-02-2015,22:01:36,03-02-2015,22:44:36,58,3,1,975,1,975,975,4,2,3,745
3,08-02-2015,22:50:16,08-02-2015,23:36:16,58,3,2,1950,1,975,975,4,4,4,745
3,14-02-2015,21:53:31,14-02-2015,22:32:31,58,3,1,775,1,675,675,4,2,4,399
3,05-02-2015,01:04:53,05-02-2015,01:53:53,58,3,3,2675,3,350,1325,4,4,4,629
3,01-02-2015,22:14:31,01-02-2015,23:05:31,58,3,5,2100,4,150,675,6,6,7,875
3,12-02-2015,03:34:27,12-02-2015,04:16:27,58,3,2,1550,1,675,675,9,6,6,551
3,31-01-2015,03:38:01,31-01-2015,04:21:01,58,3,4,3150,2,350,975,7,10,10,331
3,27-01-2015,19:17:49,27-01-2015,19:59:49,58,3,2,1350,1,675,675,3,3,2,656
3,03-02-2015,22:06:42,03-02-2015,22:49:42,58,3,5,3675,4,175,1325,3,3,3,432
3,24-01-2015,21:08:29,24-01-2015,21:46:29,58,3,1,775,1,675,675,4,3,1,434
3,15-02-2015,20:51:07,15-02-2015,21:39:07,58,3,3,1850,3,350,975,6,6,7,778
3,26-01-2015,20:18:34,26-01-2015,20:59:34,58,3,3,2925,2,675,1125,4,4,6,427
3,17-02-2015,19:12:06,17-02-2015,19:51:06,58,3,2,1425,2,350,975,7,6,4,502
3,29-01-2015,18:57:00,29-01-2015,19:41:00,58,3,3,1575,3,150,975,2,2,1,629
3,05-02-2015,03:08:33,05-02-2015,04:05:33,58,3,5,5925,2,675,1325,8,8,11,807
3,06-02-2015,04:02:26,06-02-2015,04:48:26,58,3,1,875,1,675,675,5,5,6,692
3,22-01-2015,19:54:02,22-01-2015,20:43:02,58,3,9,3850,5,150,675,6,4,5,700
4,18-02-2015,02:26:21,18-02-2015,03:27:21,60,3,6,9350,6,950,2800,108,100,154,776
4,03-02-2015,02:47:35,03-02-2015,03:50:35,60,3,1,1400,1,1400,1400,72,72,144,718
4,11-02-2015,04:59:01,11-02-2015,05:39:01,60,3,1,1400,1,1400,1400,39,30,34,734
4,30-01-2015,04:12:03,30-01-2015,04:59:03,60,3,2,3100,2,300,2800,89,81,100,876
4,24-01-2015,01:46:26,24-01-2015,02:49:26,60,3,6,7110,5,422,1887,112,106,173,750
4,26-01-2015,20:56:22,26-01-2015,21:36:22,60,3,1,1000,1,1000,1000,55,84,80,700
4,14-02-2015,03:16:07,14-02-2015,04:20:07,60,3,4,4150,4,200,1600,126,122,202,984
4,27-01-2015,01:48:27,27-01-2015,02:30:27,60,3,2,3800,1,1900,1900,80,109,124,131
4,22-01-2015,04:20:54,22-01-2015,04:56:54,60,3,2,2200,2,300,1900,69,54,56,641
4,06-02-2015,03:34:51,06-02-2015,04:13:51,60,3,2,2300,2,200,2100,125,89,130,124
4,08-02-2015,02:07:18,08-02-2015,03:06:18,60,3,4,4250,4,300,1600,113,106,181,477
4,12-02-2015,02:26:21,12-02-2015,03:28:21,60,3,6,9250,5,300,2800,105,103,188,106
4,15-02-2015,03:26:23,15-02-2015,04:31:23,60,3,2,2350,2,950,1400,98,91,181,679
4,15-02-2015,01:47:13,15-02-2015,02:56:13,60,3,8,11200,6,950,2100,86,83,148,579
4,01-02-2015,02:47:41,01-02-2015,03:42:41,60,3,2,2350,2,950,1400,90,81,150,259
4,01-02-2015,02:15:48,01-02-2015,03:10:48,60,3,5,5050,4,300,1400,87,75,127,408
4,30-01-2015,03:44:36,30-01-2015,04:30:36,60,3,2,3300,2,1500,1800,117,107,160,267
4,25-01-2015,04:30:10,25-01-2015,05:32:10,60,3,5,8200,5,300,2100,74,102,107,989
4,04-02-2015,04:44:54,04-02-2015,05:25:54,60,3,3,2750,3,300,1500,35,38,43,461
4,23-01-2015,20:17:17,23-01-2015,20:59:17,60,3,2,2133,2,294,1542,84,96,123,465
4,15-02-2015,02:29:23,15-02-2015,03:33:23,60,3,3,2550,3,200,1400,91,80,159,657
4,10-02-2015,21:41:35,10-02-2015,22:17:35,60,3,1,1000,1,1000,1000,34,23,26,734
4,30-01-2015,21:50:38,30-01-2015,22:37:38,60,3,2,2000,2,1000,1000,38,32,42,996
4,05-02-2015,02:36:09,05-02-2015,03:38:09,60,3,3,3850,3,950,1500,96,94,186,229
4,30-01-2015,19:47:20,30-01-2015,20:52:20,60,3,5,5350,5,300,1400,69,64,143,635
4,24-01-2015,02:27:56,24-01-2015,03:23:56,60,3,5,8450,5,950,2800,123,117,190,106
4,25-01-2015,03:02:25,25-01-2015,04:04:25,60,3,3,4450,3,950,2100,101,125,171,797
4,13-02-2015,03:25:32,13-02-2015,04:20:32,60,3,4,4350,4,300,1900,119,110,181,430
5,04-02-2015,21:33:30,04-02-2015,22:15:30,13,4,2,975,2,280,695,5,6,9,546
5,09-02-2015,00:24:09,09-02-2015,01:09:09,13,4,6,2114,3,200,440,12,12,12,547
5,28-01-2015,22:31:37,28-01-2015,23:16:37,13,4,5,1590,4,200,440,3,4,4,641
5,04-02-2015,23:15:25,05-02-2015,00:00:25,13,4,1,990,1,940,940,5,4,5,812
5,31-01-2015,06:12:45,31-01-2015,06:53:45,13,4,4,1309,4,190,659,6,7,6,338
5,14-02-2015,04:41:13,14-02-2015,05:26:13,13,4,2,1120,1,410,410,21,10,21,690
5,13-02-2015,01:27:32,13-02-2015,02:12:32,13,4,3,3137,2,825,1036,29,31,46,301
5,14-02-2015,23:01:02,14-02-2015,23:43:02,13,4,4,1364,4,180,440,11,10,12,523
5,10-02-2015,19:39:55,10-02-2015,20:22:55,13,4,1,990,1,940,940,15,9,12,811
4,30-01-2015,05:28:05,30-01-2015,06:08:05,45,3,5,3355,4,153,1468,41,30,41,395
4,07-02-2015,02:34:41,07-02-2015,03:42:41,45,3,4,2945,3,425,1245,129,128,261,380
4,02-02-2015,19:01:40,02-02-2015,19:42:40,45,3,3,4335,1,1445,1445,26,27,33,458
4,21-01-2015,19:23:06,21-01-2015,20:18:06,45,3,3,2270,3,425,1245,66,64,132,367
4,05-02-2015,05:14:58,05-02-2015,06:18:58,45,3,4,5135,4,600,1745,34,35,67,778
4,16-02-2015,05:36:28,16-02-2015,06:08:28,45,3,2,1745,2,500,1245,35,24,20,514
4,03-02-2015,00:34:26,03-02-2015,01:25:26,45,3,1,1745,1,1745,1745,29,27,39,815
4,10-02-2015,02:05:46,10-02-2015,02:55:46,45,3,5,4120,5,500,1245,81,70,120,360
4,15-02-2015,06:11:12,15-02-2015,06:58:12,45,3,3,2975,3,775,1175,19,16,11,731
4,29-01-2015,20:03:41,29-01-2015,21:01:41,45,3,3,3290,2,600,1345,74,74,158,203
4,10-02-2015,19:56:55,10-02-2015,21:02:55,45,3,9,8830,6,600,1345,75,73,154,633
4,29-01-2015,05:48:43,29-01-2015,06:35:43,45,3,3,2970,3,600,1745,12,17,15,587
4,05-02-2015,05:52:07,05-02-2015,06:49:07,45,3,2,2590,2,1245,1345,18,21,38,776
4,14-02-2015,22:31:34,14-02-2015,23:13:34,45,3,2,2690,1,1345,1345,34,31,42,545
4,03-02-2015,21:15:36,03-02-2015,21:50:36,45,3,3,1970,3,100,1245,43,39,47,396
4,10-02-2015,18:57:15,10-02-2015,19:43:15,45,3,1,1000,1,1000,1000,43,40,68,693
4,12-02-2015,05:58:57,12-02-2015,06:43:57,45,3,2,1700,2,850,850,16,11,10,793
4,26-01-2015,01:40:45,26-01-2015,02:20:45,45,3,6,3700,5,300,850,70,97,92,441
4,28-01-2015,05:17:25,28-01-2015,06:03:25,45,3,2,2095,2,850,1245,25,22,27,776
4,25-01-2015,21:51:48,25-01-2015,22:26:48,45,3,4,3515,4,325,1345,65,77,37,564
4,09-02-2015,01:30:32,09-02-2015,02:07:32,45,3,3,3090,2,600,1245,77,61,99,244
4,08-02-2015,03:40:34,08-02-2015,04:27:34,45,3,1,1245,1,1245,1245,114,110,175,191
4,03-02-2015,19:14:43,03-02-2015,20:18:43,45,3,13,9980,10,100,1345,62,58,102,894
4,14-02-2015,02:19:13,14-02-2015,03:10:13,45,3,2,2170,2,925,1245,116,116,184,268
4,25-01-2015,02:54:25,25-01-2015,03:47:25,45,3,2,2790,2,1345,1445,102,123,160,496
4,22-01-2015,22:15:36,22-01-2015,22:53:36,45,3,2,1545,2,200,1345,24,19,21,542
4,23-01-2015,05:48:27,23-01-2015,06:32:27,45,3,2,2045,2,600,1445,18,11,16,627
4,13-02-2015,05:04:25,13-02-2015,05:37:25,45,3,1,1245,1,1245,1245,55,42,43,531
4,08-02-2015,19:29:16,08-02-2015,20:06:16,45,3,1,1245,1,1245,1245,30,26,39,329
4,18-02-2015,03:28:46,18-02-2015,04:08:46,45,3,6,2490,2,100,1045,102,95,121,385
4,04-02-2015,05:42:05,04-02-2015,06:25:05,45,3,1,925,1,925,925,14,16,17,684
1,09-02-2015,04:19:32,09-02-2015,05:08:32,68,1,1,1245,1,1245,1245,74,68,96,645
4,04-02-2015,20:26:34,04-02-2015,21:07:34,45,3,1,1245,1,1245,1245,76,72,111,465
4,22-01-2015,05:07:12,22-01-2015,05:43:12,45,3,3,3170,3,925,1245,35,21,22,508
4,11-02-2015,19:48:02,11-02-2015,20:58:02,45,3,3,3445,3,925,1345,76,77,184,785
4,24-01-2015,06:41:46,24-01-2015,07:29:46,45,3,4,1700,4,100,775,4,6,8,581
4,04-02-2015,01:01:46,04-02-2015,01:36:46,45,3,1,950,1,950,950,67,53,56,578
4,06-02-2015,19:16:32,06-02-2015,20:12:32,45,3,4,4860,3,925,1345,64,64,120,415
4,17-02-2015,05:35:49,17-02-2015,06:13:49,45,3,1,1245,1,1245,1245,20,16,15,620
4,01-02-2015,02:21:55,01-02-2015,03:25:55,45,3,7,6050,7,600,1175,88,74,131,830
4,03-02-2015,22:40:51,03-02-2015,23:14:51,45,3,1,1345,1,1345,1345,22,19,18,445
4,08-02-2015,06:31:01,08-02-2015,07:19:01,45,3,3,3490,2,600,1445,12,10,13,542
4,12-02-2015,03:25:53,12-02-2015,04:22:53,45,3,6,4415,6,575,1000,101,91,141,795
4,16-02-2015,04:15:53,16-02-2015,04:51:53,45,3,1,1345,1,1345,1345,86,73,89,440
4,26-01-2015,04:15:41,26-01-2015,04:47:41,45,3,2,1670,2,425,1245,41,68,48,190
4,25-01-2015,04:13:50,25-01-2015,04:56:50,45,3,1,1745,1,1745,1745,73,108,111,327
4,23-01-2015,06:21:17,23-01-2015,07:00:17,45,3,3,1345,3,100,1045,12,6,7,443
4,03-02-2015,20:52:16,03-02-2015,21:27:16,45,3,1,1000,1,1000,1000,63,55,65,691
4,25-01-2015,20:30:04,25-01-2015,21:03:04,45,3,3,1575,3,100,1175,67,78,43,416
4,25-01-2015,06:18:54,25-01-2015,06:54:54,45,3,3,2000,2,300,850,17,42,14,407
4,16-02-2015,02:08:38,16-02-2015,03:08:38,45,3,6,3815,5,100,1345,113,109,194,387
4,15-02-2015,20:58:15,15-02-2015,21:49:15,45,3,5,6725,4,1245,1445,46,40,60,628
4,16-02-2015,04:35:09,16-02-2015,05:09:09,45,3,2,2370,2,625,1745,74,67,73,204
4,24-01-2015,22:13:06,24-01-2015,22:47:06,45,3,1,1245,1,1245,1245,39,69,45,508
4,14-02-2015,02:42:44,14-02-2015,03:44:44,45,3,2,3090,2,1345,1745,126,123,203,895
4,30-01-2015,19:05:26,30-01-2015,20:06:26,45,3,3,1975,3,200,925,58,44,123,571
4,16-02-2015,05:58:24,16-02-2015,06:39:24,45,3,2,1450,2,600,850,21,10,9,802
4,11-02-2015,22:16:32,11-02-2015,22:54:32,45,3,2,1525,2,600,925,28,25,29,558
4,04-02-2015,02:09:29,04-02-2015,02:52:29,45,3,3,3215,3,625,1345,102,99,134,338
4,24-01-2015,00:22:48,24-01-2015,01:13:48,45,3,4,4435,3,600,1345,36,35,34,767
4,03-02-2015,05:46:49,03-02-2015,06:28:49,45,3,5,3025,3,200,925,12,16,15,462
4,14-02-2015,05:40:03,14-02-2015,06:18:03,45,3,2,2095,2,850,1245,47,42,46,507
4,08-02-2015,01:44:58,08-02-2015,02:29:58,45,3,4,2870,4,100,1745,110,77,126,440
4,28-01-2015,05:38:04,28-01-2015,06:22:04,45,3,3,3120,3,925,1245,14,15,16,508
4,11-02-2015,19:48:02,11-02-2015,20:57:02,45,3,3,3445,3,925,1345,76,78,183,785
4,04-02-2015,00:58:23,04-02-2015,01:32:23,45,3,2,1845,2,600,1245,58,45,47,464
4,29-01-2015,19:30:58,29-01-2015,20:41:58,45,3,5,5960,5,850,1345,67,63,158,785
4,02-02-2015,21:21:09,02-02-2015,22:09:09,45,3,3,1475,3,200,850,34,38,64,571
4,15-02-2015,02:39:12,15-02-2015,03:39:12,45,3,2,2490,1,1245,1245,97,91,167,478
4,02-02-2015,00:54:32,02-02-2015,01:46:32,45,3,1,1445,1,1445,1445,42,42,65,627
4,08-02-2015,22:58:13,08-02-2015,23:40:13,45,3,3,2945,3,600,1745,39,31,36,730
4,29-01-2015,23:39:08,30-01-2015,00:33:08,45,3,16,11560,5,425,1345,29,28,32,554
4,12-02-2015,22:16:41,12-02-2015,22:53:41,45,3,1,1745,1,1745,1745,32,28,31,545
4,03-02-2015,03:03:04,03-02-2015,04:02:04,45,3,3,3190,3,600,1345,76,75,153,202
4,18-02-2015,02:21:27,18-02-2015,03:12:27,45,3,6,4885,3,300,1245,108,106,159,391
4,01-02-2015,19:24:17,01-02-2015,20:26:17,45,3,8,8125,5,500,1345,23,20,30,985
4,02-02-2015,05:44:48,02-02-2015,06:27:48,45,3,1,1345,1,1345,1345,16,24,27,445
4,06-02-2015,06:56:57,06-02-2015,07:38:57,45,3,5,3145,3,425,1045,8,1,1,470
4,25-01-2015,21:27:26,25-01-2015,21:59:26,55,5,1,950,1,950,950,65,71,29,571
4,22-01-2015,01:25:40,22-01-2015,02:14:40,45,3,1,950,1,950,950,79,77,119,591
4,05-02-2015,05:17:55,05-02-2015,06:13:55,45,3,3,1470,2,216,992,29,37,75,443
4,27-01-2015,01:33:22,27-01-2015,02:14:22,45,3,2,2490,1,1245,1245,74,103,95,597
4,07-02-2015,22:54:23,07-02-2015,23:33:23,45,3,6,4495,6,425,1745,38,29,32,400
2,24-01-2015,22:29:58,24-01-2015,23:05:58,39,5,2,2095,2,850,1245,39,59,36,796
4,23-01-2015,20:29:21,23-01-2015,21:06:21,45,3,1,850,1,850,850,76,77,111,154
4,11-02-2015,21:21:01,11-02-2015,22:09:01,45,3,4,3935,3,100,1345,49,50,64,786
4,14-02-2015,05:36:02,14-02-2015,06:10:02,45,3,1,950,1,950,950,50,48,52,400
4,30-01-2015,00:13:32,30-01-2015,01:11:32,45,3,8,9085,8,625,1745,37,27,32,654
4,09-02-2015,19:28:36,09-02-2015,20:37:36,45,3,7,6295,7,300,1345,57,55,118,785
4,31-01-2015,02:08:25,31-01-2015,03:13:25,45,3,2,1670,2,425,1245,101,70,191,436
4,05-02-2015,05:26:53,05-02-2015,06:19:53,45,3,3,2595,3,425,1745,27,29,61,371
4,30-01-2015,06:41:00,30-01-2015,07:26:00,45,3,3,2645,3,600,1445,6,4,2,553
4,27-01-2015,03:02:37,27-01-2015,03:51:37,45,3,2,1845,2,500,1345,92,123,154,441
4,16-02-2015,03:53:08,16-02-2015,04:33:08,45,3,2,950,2,100,850,102,95,106,805
4,13-02-2015,05:39:57,13-02-2015,06:11:57,45,3,2,1025,2,100,925,34,19,19,409
4,16-02-2015,03:43:19,16-02-2015,04:22:19,45,3,2,2070,2,625,1445,103,94,131,255
4,18-02-2015,05:42:23,18-02-2015,06:18:23,45,3,2,2595,2,850,1745,18,14,13,359
4,04-02-2015,04:36:45,04-02-2015,05:21:45,45,3,2,1722,2,651,986,44,41,58,633
4,30-01-2015,05:39:04,30-01-2015,06:21:04,45,3,3,2715,3,425,1245,22,18,21,477
4,15-02-2015,06:11:11,15-02-2015,06:51:11,45,3,3,1945,3,100,1245,19,16,11,504
4,15-02-2015,06:40:32,15-02-2015,07:23:32,45,3,2,1150,2,300,850,13,13,9,627
4,11-02-2015,19:26:25,11-02-2015,20:24:25,45,3,1,1045,1,1045,1045,69,66,152,343
4,24-01-2015,03:03:18,24-01-2015,03:57:18,46,1,1,1403,1,1314,1292,129,127,205,464
4,09-02-2015,22:42:51,09-02-2015,23:14:51,45,3,1,1025,1,1025,1025,20,17,16,109
4,26-01-2015,01:36:41,26-01-2015,02:19:41,45,3,2,2095,2,850,1245,70,96,101,556
4,12-02-2015,00:34:47,12-02-2015,01:08:47,45,3,2,1920,2,575,1345,50,31,35,496
4,09-02-2015,03:32:57,09-02-2015,04:16:57,45,3,2,1635,2,607,943,103,89,159,236
4,28-01-2015,04:38:16,28-01-2015,05:17:16,45,3,1,925,1,925,925,51,42,47,845
4,13-02-2015,06:19:34,13-02-2015,06:53:34,45,3,2,1770,2,425,1345,23,14,12,389
4,10-02-2015,03:07:50,10-02-2015,04:04:50,45,3,5,4190,3,425,1245,86,84,151,380
4,08-02-2015,20:18:01,08-02-2015,20:52:01,45,3,2,3090,2,1345,1745,50,34,42,428
4,01-02-2015,04:37:16,01-02-2015,05:20:16,45,3,1,1245,1,1245,1245,68,58,89,473
1,02-02-2015,01:12:51,02-02-2015,02:14:51,34,5,12,7465,8,200,1545,56,52,83,409
4,10-02-2015,04:45:48,10-02-2015,05:18:48,45,3,1,1345,1,1345,1345,43,37,43,444
4,15-02-2015,05:56:06,15-02-2015,06:40:06,45,3,1,1345,1,1345,1345,25,25,26,648
1,30-01-2015,03:54:32,30-01-2015,04:52:32,20,1,2,3228,2,1546,1812,33,32,41,808
1,25-01-2015,01:30:34,25-01-2015,02:14:34,20,1,1,1100,1,1100,1100,19,19,17,459
1,25-01-2015,02:23:43,25-01-2015,03:22:43,20,1,2,3100,2,1400,1700,26,25,34,711
3,16-02-2015,02:03:47,16-02-2015,03:09:47,4,1,4,4600,3,1400,1700,23,23,41,713
1,27-01-2015,02:29:00,27-01-2015,03:22:00,39,1,1,1150,1,1150,1150,0,0,0,599
1,08-02-2015,00:56:26,08-02-2015,01:57:26,39,1,4,4805,2,1095,1195,0,0,0,590
1,24-01-2015,04:01:10,24-01-2015,05:01:10,39,1,7,5200,5,225,1095,0,0,0,602
1,01-02-2015,06:20:26,01-02-2015,07:19:26,39,1,3,2910,3,595,1095,0,0,0,713
1,14-02-2015,03:10:56,14-02-2015,04:12:56,39,1,2,2495,2,1095,1150,0,0,0,802
1,04-02-2015,19:28:18,04-02-2015,20:21:18,39,1,2,2345,2,1150,1195,0,0,0,682
1,25-01-2015,03:22:11,25-01-2015,04:07:11,39,1,1,1250,1,1150,1150,0,0,0,231
